pid,question
276,"Why are you providing services, even lawyers, to illegals, but not to US citizens living under bridges?  Stop raising my taxes to help not citizen criminal(illegal crossing is a crime just like trespassing, breaking and entering, etc.)"
277,"Homeless camps everywhere!! You allow them to:
Trash our city! Anyone else would be ticketed!!! No city clean up - you want to give in to trash and camps, yet you do nothing to CLEAN UP!!
Needles everywhere
ALLOW FIRES in city limits and in the woods where a wild fire could start!
I pay plenty in taxes for what??
You have created 3rd world conditions in our city!!!
Where do you think these folks defecate!
Now in our neighborhood at night using our electric outlets and water sprockets!!
City Council has destroyed quality of life for those of us who pay taxes/follow the law etc.
This city accommodates this group of folks and yet many refuse services and would rather be out enjoying the street life and free squatting rights!!
Austin use to be the cleanest city in Texas and you have destroyed that!! You should be embarrassed!!! Joke of a council!!"
278,Get serious about traffic issues.  Revision of City's building code situation.
279,PRIORITIZE MASS TRANSIT
280,REPAIR STREETS!
281,Please continue efforts to increase housing affordability in  Austin.
282,Realize you screwed up on the Homeless issue and try to work with TXDOT and CTRMA to get traffic moving.
283,"Fix traffic, fix zoning and code compliance and address skyrocketing housing costs."
284,"You can't please all the people all the time, yes. But Mr Adler, you are on the wrong side of the fence. Especially with the homeless issues and that ordice. Disrespectful of all hard working, tax paying Austin residents and families. We are no longer safe with the homeless crazies running a muck with no recourse for their crazy behaviors. Tweak that ordice back a bit. So crimes like assault,  burglary, indecent exposure, etc. are addressed by APD."
285,Fix Traffic
286,Defeat San Antonio in the breakfast taco war!
287,The changes to the homeless ordice has decreased the safety of people that work downtown
288,FOCUS ON HEALTH AND SAFETY OF CITIZENS AND FIXING ROAD SYSTEM.
289,It's getting too expensive to live here!
290,PLEASE STOP THE HOMELESS COMING FROM OTHER PLACES. PLEASE USE THE CAMERAS AT INTERSECTIONS.
291,Affordable housing
292,Do not limit transportation discussions to mass transit and bike lanes. invest in major hwys and major streets. consider another bridge across the river.
293,Not all are wealthy. City has lost perspective and touch with its former self.
294,welcome an external audit
295,light rail? use the Bergstrom spur to connect AVIA to other city transportation.
296,PAN HANDLERS AND HOMELESS LIVING UNDER PASSES OR VACANT LOTS. TIRED OF SMELLING URINE AND SEEING DRUNK PEOPLE YELLING PROFANITIES.
297,Please do your best to keep up with growth on the roads and highways.
298,"The rapidly increasing homeless population and all its associated problems(public camping, rising crime, lack of drug addiction services, insufficient mental health resources, code violation enforcement conflicts) are a huge detractor to tax-paying residents, the business community and tourism. We do not want to be the next Seattle or San Francisco. Please learn from their policy mistakes. Do better."
299,Create an affordable housing purchase opportunity for young families just starting out.  Preserve our older neighborhoods by limiting or restricting gentrification actions. The charm of old Austin is fast disappearing and changing us into just another Dallas or Houston.
300,Obviously the city is growing at a very rapid pace.  I would like for it to remain a city people want to come to for generations.  Preserving the natural resources in the middle of growth is going to help keep that true.
301,"STOP putting the needs of illegals, homeless and liberal policies and blind agendas ahead of the population that works hard every day to struggle to pay to live here!"
302,Please make Austin more affordable by using market-based principles that have shown to work for other local governments.
303,IMPROVE TRAFFIC FLOW. OTHERWISE WE LOVE LIVING IN AUSTIN AND WHAT'S AVAILABLE HERE.
304,I can no longer afford to live in Austin. I am sad.
305,PROPERTY TAXES ARE TOO HIGH TO LIVE IN AUSTIN IF YOU ARE POOR.
306,TRY TO GET THE CITY COUNCIL TO BE IN THE CENTER OF THE POLITICAL SPECTRUM RATHER THAN ON THE FAR LEFT OR RIGHT.
307,Higher pressure on new employers coming here to support affordable housing programs.
308,WORK ON THE HOMELESS ISSUES.
309,Lower taxes and spend taxes on streets and highway infrastructure.
310,MORE PUBLIC TRANSPORTATION ROUTES AND TIMING OF BUSES.
311,"Please do not allow camping under Mopac, it is dangerous and dirty."
312,"Homeless must be address quickly, as the quality of life in Austin is rapidly declining."
313,I think that if someone calls in asking for help with speeders on their neighborhood street and ask for road hump or something to stop them that it should be done right away and not told to get a petition with signatures of neighbors who agree and then come up with the money for them. The city should just do this.
314,Stop building high rise buildings. Austin is losing its sky.
315,Give tax payers more of your attention instead of people who choose to live on the streets and have their hands out begging all of us who worked hard all our lives to have what we have.
316,"Dealing with the homeless is not and easy problem to have. Mental illness and drug addiction is a horrible thing. There are no easy answers to this problem, but having them live and camp on our streets and under bridges make Austin look and feel like a dirty place to live. Maybe the tolls that are collected for the roads that we have already been taxed on (183 at Ed Bluestien) could be used to get them the help and housing that is needed."
317,I WISH YOU HAD DONE MORE RESEARCH BEFORE CHANGING CITY ORDINANCES ON HOMELESSNESS.
318,Rescind the homeless camping ordice in Austin.
319,"Clean up downtown and outer lying areas that have homeless and trash, it is out of hand."
320,Policies need to reflect the values of our community. Inclusion is an important value.
321,The homeless situation is out of control.
322,The biggest issue in the city right now is the traffic.
323,Provide better access to and respect from city hall regarding massive development plans
324,Rid homeless around the city move them and not permit more homeless come to Austin
325,Property taxes are driving us out.  Austin Energy should be run like a business and not used to fund other city services.
326,STOP BRINGING NEW TOURIST EVENTS TO AUSTIN BECAUSE IT IS DECREASING YOUR CITIZENS' QUALITY OF LIFE
327,Stop the madness of allowing homeless to destroy the City.
328,Add at least one streetlight on opposite side if street on blocks please.
329,311 IS SUPER HELPFUL AND IS A GREAT WAY TO MAKE INDIVIDUAL CITIZENS FEEL THE CITY IS LOOKING OUT FOR THEM
330,Slow down growth. Austin is becoming too large and crowded.
331,"It is very important the city develop and change as an emergency traffic necessities. You need to make use of the High Way 45 for heavy traffic as the trailers, 18 wheels etc. that make impossible to move in the city, or make other ways of transportation as use of the train, highways above in downtown or more lines. Stop the immigration of other people in our city, they are destroying our city and impossible to live with all the cost of living here."
332,Leave the middle lanes on Anderson and Burnet in place. Stop with all the bike lanes on major roads like Burnet and Lamar where very few people use them.  I see just maybe 2 bikes a day using these bike lanes that are dangerous for us all.
333,"HOMELESSNESS, MORE LOW INCOME HOUSING. PROPERTY TAX STARTED AT 700 A YEAR, NOW IT IS 6000 A YEAR."
334,CLEAN UP THE HOMELESS MESS AND KEEP THEM OUT OF NEIGHBORHOODS.
335,"remember the baseball movie  ""Field of Dreams' where the narrator says  ""If they build it, they will come""? It seems to me like the city powers believe strongly in this adage.
we are already  ""to big for our britches"" and if we continue to sacrifice quality of life for growth-everyone suffers-including our formerly pristine environment.
please consider a moratorium on things that promote growth ( corporate incentives) and concentrate more on  establishing proper infrastructure  first"
336,Work vigorously on fixing traffic problems. This one thing is making Austin a less desirable town in which to live. Stop the lengthy traffic studies and get on with the work.
337,Put a real plan in place to resolve Austin's traffic issues and fix the homeless issue (starting by rescinding the recent ordice change).  The answer to the homelessness issue is NOT to let them build their own homes on public property.  It is just crazy.
338,Transportation and affordability (driven heavily by outside investment money) is making Austin less enjoyable every year.  The city does great work to make Austin a good place to live but unsustainable growth is driving away all of the creative elements that made Austin  to begin with. Please try to do whatever you can to ensure Austin retains its character and doesn't become just another boring concrete wasteland of AMLI apartment complexes and TGI Friday's.
339,Stay out of politics and manage the city. I don't want to know your party affiliation or who you support for other public office. Focus Austin Tx.
340,"Thank you, please keep fighting for mixed use, the missing middle in housing, and alternative transportation options!"
341,The ability to afford to live in central Austin is NOT only an East Austin issue.  We MUST figure out a way to make it easier for folks who bought their homes DECADES AGO to be able to continue to stay in them in them!
342,The Budget! Austin has the highest spending in the state of Texas!
343,"make the city safer - discourage homeless and drug users to leave city
reduce the number of events and festivals brings more traffic, crime and drugs to our city"
344,Please help get the homeless off every street corner. It is not safe and a dangerous distraction to drivers.
345,Please stop imitating San Fran and take care of your tax paying residents.  We are moving 100% in the WRONG direction right now with your policies.
346,Get back to the fundamentals of cost effective City services and get that right first.
347,"AISD is the worst part about living in Austin. Figure out how to fix it, because the AISD board is too incompetent to do so."
348,"The homeless situation and tent cities cropping up needs to be repaired. A) we know the root cause of the majority of homelessness is a breakdown in the support or family system. There are programs available to help these individuals. B) It's not acceptable for us to accept humans living on the streets of Austin. We should expect more of ourselves and Austin as a community to allow this to happen. We have programs and communities that work, such as Mobile Leaves and Fishes and Community First!"
349,"Budget for police, fire and EMS.  Get rid of bike lanes. Stop building new buildings and sell or rent out the ones that are already there. Try to cut down on drug use in the city. DO NOT legalize pot. Thank you"
